0.33608,0.44725,0.57818,0.59255,0.55056,0.049105,0.13242,0.92023,0.13029,0.88907
0.55947,0.33538,0.47274,0.58616,1.003,0.045808,0.84964,0.53831,0.57334,0.5038
0.72386,1.004,0.79288,0.75779,0.89954,0.80295,0.038113,0.78501,0.34451,0.42124
0.38596,0.63729,0.48834,0.32607,0.36606,0.76034,0.25568,0.46391,0.61849,0.78804
0.27858,0.80857,0.65725,0.96091,0.85908,0.64906,1.0469,0.36661,0.19202,0.50381
1.0358,-0.23548,0.60087,-0.069729,0.42454,0.013614,0.6825,0.21564,0.57689,0.40898
0.97009,1.429,0.97243,0.43387,0.20806,0.51009,0.13984,0.23436,1.2178,0.94541
0.96182,0.69461,0.50689,0.074966,0.87071,0.77487,-0.064809,0.49465,0.84853,0.74703
0.90317,0.64324,1.0298,0.55032,0.26435,0.57113,0.68945,0.69447,0.095744,0.28448
0.70825,0.58264,0.65211,0.7419,1.0534,0.89528,-0.0073358,0.63359,0.19662,0.89864
1.2157,-0.13657,0.41255,0.048601,0.87635,0.80227,0.017144,0.42941,1.0241,1.3319
0.85723,0.111,0.40029,0.20313,0.55518,0.5172,0.19855,0.39559,0.8217,0.80122
0.7458,1.2765,0.10318,0.45034,0.078319,0.4779,0.12322,0.14489,0.9893,0.44813
0.76959,0.25064,0.3815,0.52969,0.77248,0.98097,-0.20722,0.36806,1.1024,1.1734
0.67042,0.089943,0.25468,0.76065,1.159,0.30864,0.63435,-0.18576,0.55469,0.66588
0.36916,0.66967,0.040941,0.2293,0.57682,0.74419,0.84328,0.75999,0.73005,0.10909
0.51727,0.46138,0.83699,0.99088,0.45503,0.050915,0.42075,0.42087,0.51603,0.88315
0.84145,0.41797,0.16765,0.49346,0.3365,1.0478,1.1455,0.92757,0.52049,0.38259
0.23749,0.47561,1.0541,0.68162,0.033519,-0.34823,0.24183,0.2987,0.4045,0.60192
-0.0094045,0.16927,1.0346,0.75434,0.058153,0.10714,-0.21085,0.6388,0.086705,1.4022
0.95738,0.82653,0.9943,0.58661,0.45368,0.8719,0.44236,1.063,0.25751,0.060515
1.2503,0.50249,0.76214,-0.043922,0.47414,0.52743,0.86792,0.15397,0.53276,0.66106
0.28978,0.42805,0.23389,0.72837,1.05,0.082571,1.1658,0.32297,0.63902,0.63561
1.0875,0.36011,0.62981,0.68055,0.77627,0.61637,0.80322,0.15017,0.28255,0.26803
0.84781,0.22237,0.65797,0.22954,0.68948,-0.062883,0.83362,0.42695,0.79302,1.2098
0.80091,0.83579,0.4252,0.49918,0.19736,1.2538,-0.03199,0.34797,0.9969,0.62318
1.0868,0.34547,0.69025,0.20558,0.15047,0.7784,0.6253,0.030787,0.37918,0.3
0.66352,0.001152,0.28532,0.66447,0.0068182,0.38719,0.034959,0.15086,0.92722,0.73302
0.95795,0.43429,0.77495,0.56468,0.19705,0.40412,0.18594,0.042175,0.90911,-0.086244
0.12815,0.42294,0.45337,0.92546,0.90179,0.1122,0.60204,0.010528,0.60656,0.65403
0.51388,0.30646,0.55202,0.54347,0.80943,0.44341,0.80627,0.1518,0.52225,0.11834
0.75739,0.5691,0.32376,-0.0080083,0.58818,0.96054,0.31396,0.97461,0.38145,0.19934
0.80675,0.85565,-0.016539,0.058773,0.70799,0.86963,1.116,0.68491,0.67914,0.21255
0.64849,0.32087,0.42978,0.29714,0.70733,0.743,0.7057,0.73195,0.8135,0.31072
0.44059,1.0047,0.37592,-0.12902,0.66732,0.66035,0.62414,1.1736,0.51813,-0.21153
0.35937,0.90353,0.52453,0.10581,0.36599,1.2215,0.79188,0.6897,1.0421,-0.33276
1.129,0.065895,0.82639,0.15449,0.79994,0.44059,0.86367,0.1932,0.89615,0.23751
0.40655,-0.23962,0.68519,1.0085,0.63277,0.12198,-0.05934,0.36015,0.19698,0.99484
0.71336,0.1466,0.99093,0.86731,-0.016489,0.4274,-0.099422,0.64263,0.72808,0.41945
0.58504,0.70151,0.47872,0.57604,0.59994,0.54328,0.53689,0.50332,-0.22628,0.80012
0.54509,0.76618,0.2308,-0.018471,1.0877,0.46302,0.66496,0.92337,0.3307,0.17996
0.40253,0.27631,0.58361,1.0381,0.74842,0.015281,0.99706,0.15157,0.48976,0.3332
0.75637,0.1519,0.90463,0.49597,0.316,0.02822,0.73803,0.40454,0.83209,0.4294
0.65277,0.16986,0.3067,0.18814,0.52717,0.48373,0.73966,0.29736,0.70695,0.36378
0.3444,0.15516,0.9931,0.017646,0.48649,0.34909,0.66847,0.16886,0.40507,0.54196
0.99022,0.36606,0.41642,0.60823,0.14905,0.15798,0.011279,1.4343,0.41304,0.69539
0.69045,0.51379,0.68579,0.091338,0.60477,0.3667,0.8716,0.53968,0.8837,0.64616
0.27229,0.95687,0.37379,0.26094,0.83286,0.6563,0.72625,1.221,0.71143,0.45209
1.0352,0.86629,0.59509,-0.29794,0.44515,-0.11648,0.74945,0.2982,1.0665,1.1729
0.15632,0.80599,0.48015,0.30612,0.29211,0.21623,0.36793,-0.058309,1.1044,0.91463
1.0569,0.087193,0.68936,0.44692,0.5589,0.06741,0.83668,0.51604,0.48071,0.53043
0.67044,0.14488,0.67489,0.090868,0.32588,0.4534,0.51073,0.52719,0.36828,0.9395
-0.049956,0.54854,0.96907,0.77036,0.81788,0.49472,0.19829,0.10244,0.66413,0.51897
0.61706,1.3247,0.53346,0.17596,0.19704,0.53355,0.35489,0.28491,0.92978,0.76288
0.65085,0.56504,0.37488,0.85578,1.0293,0.72982,0.56983,0.17737,0.52622,0.24538
0.50289,-0.10574,0.16574,0.7505,0.42398,0.85928,0.49254,0.12319,0.75255,0.57866
0.69048,0.71119,0.81734,0.43652,0.56624,0.87508,0.40744,0.17091,1.1208,0.48229
0.77696,1.1377,0.66462,0.32734,0.38728,0.49272,0.28929,0.74736,0.47839,0.10369
1.0693,1.4271,0.043282,0.68947,0.32386,0.6989,0.19419,0.39229,1.0415,0.32743
0.43775,1.1047,0.47117,0.082481,0.048574,0.54077,-0.044307,0.13991,0.90292,-0.47401
0.26898,0.19915,0.38247,0.63711,0.72943,0.74678,0.076098,0.27708,1.3235,0.37887
0.52243,0.88303,0.63196,0.94037,0.94518,0.011447,1.1238,0.036691,0.20978,0.31638
0.46877,-0.25507,0.29582,0.66002,0.62838,0.67249,0.15301,0.54689,0.80519,0.60423
0.59638,0.12713,0.91811,0.89305,-0.018412,0.55729,0.14429,0.44914,0.41221,0.68512
1.0127,1.0048,0.81213,0.69348,0.53818,0.64583,0.20782,0.88959,0.11003,0.2527
0.28871,0.81721,0.60633,0.75404,0.20683,0.092195,0.027886,0.83076,0.33525,0.82667
-0.34575,0.31099,1.0405,0.90509,-0.089199,0.40235,0.40166,0.54175,0.10986,0.80346
0.25366,0.39511,0.92888,0.74866,0.42154,0.35672,0.32923,0.22193,0.25784,0.7018
0.59123,0.68029,0.8036,0.54269,0.62049,0.75338,-0.20519,0.67944,0.31623,0.78392
0.33235,0.39342,0.77816,1.2956,0.56404,1.3025,0.33477,0.95166,0.25196,0.29632
0.51443,0.72351,0.35514,0.87282,0.4524,0.78946,0.74402,0.65604,0.55656,0.56843
0.28771,0.25276,0.39756,1.1023,0.95637,-0.34219,1.1377,-0.12141,0.43711,0.48305
0.91962,0.69892,0.60265,0.31768,0.0063246,1.2194,-0.27415,1.0541,0.41653,0.097318
1.0379,0.84538,0.63838,0.16647,0.51009,0.86518,0.50227,0.43621,0.70774,0.34103
0.94343,0.84919,0.52202,-0.20877,0.37034,1.646,0.68349,0.86883,0.10892,0.30518
0.42699,1.2038,0.28982,-0.017479,0.20884,0.52815,0.29114,0.070517,0.69461,0.86553
0.3823,0.86564,-0.10876,0.50115,0.35372,0.62185,0.70995,1.2083,0.28442,0.13043
0.74364,0.62316,0.22783,0.26883,0.043748,0.559,0.61263,1.1074,0.60013,0.14871
0.98799,1.0388,0.15555,-0.1012,0.080233,0.7809,0.37646,0.34839,1.202,0.59205
0.28422,0.83303,0.49879,0.91255,0.29886,1.0271,0.41494,1.0375,0.10571,0.42787
0.6204,0.27311,0.26945,0.14194,0.24371,0.90048,0.68143,-0.30323,0.76834,0.28663
0.57321,0.4443,0.55468,0.41515,0.93605,0.93213,0.37348,0.58785,0.42214,0.072244
0.73416,0.60141,0.14285,0.57448,0.35733,0.86808,0.61114,-0.1643,0.41307,0.53155
0.47417,1.0276,-0.2517,-0.071727,0.42164,0.72596,0.62676,1.3826,0.51392,0.39974
0.69434,0.53902,0.46064,0.32301,0.91494,0.76375,0.89172,1.099,0.203,-0.030528
0.68232,0.072643,0.97365,0.72534,0.54791,0.11831,0.010672,0.16934,0.40165,0.80636
0.35014,0.33289,-0.044506,0.34815,0.4036,0.73146,0.30339,0.37059,0.76251,0.54937
0.24771,0.20371,0.49226,0.99202,0.27847,-0.37917,0.064263,0.4337,-0.14964,0.48942
0.77016,1.0769,0.49408,0.35162,0.3596,0.66242,0.34543,0.41156,1.1848,0.15087
